title,link,descrip,date
Worker fatally crushed by skid steer loader,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2019%2Fworker-fatally-crushed-by-skid-steer-loader&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25596&auth=g3gAcY0wlSP4Pov9dCw8jQ&profile=_default&rank=119&query=%21padrenull,"In February 2019, a worker was killed while repairing a skid steer loader. Early investigations indicate the safety prop was not engaged to ensure the bucket arms could not be lowered. The worker inadvertently activated the controls and was crushed by the arms. It appears the mechanisms which enable the hand controls to be isolated were inoperative due to general wear and tear on the machine. Investigations are continuing.",29 March 2019
Formworkers suffer heat stress,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2019%2Fformworkers-suffer-heat-stress&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22766&auth=JI%2BlPcPNxZFV3AS3eIEgGQ&profile=_default&rank=120&query=%21padrenull,"In February 2019, two workers were taken to hospital with one admitted for heat syncope (a mild form of heat illness). The workers had been preparing formwork for a concrete pour at a construction site. Three other workers also reported feeling unwell and were treated onsite by emergency services.",29 March 2019
Land-borne inflatable devices becoming airborne,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2019%2Fland-borne-inflatable-devices-becoming-airborne&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24484&auth=fDLkAv722L4keq%2B8SobS2w&profile=_default&rank=121&query=%21padrenull,"The purpose of this safety alert is to highlight the risk of land-borne inflatable devices (such as a jumping castle or slide) becoming airborne if they are not adequately anchored. This alert provides guidance to owners, suppliers, hirers and those supervising the operation of the inflatable about minimising the risk of the device becoming airborne.",21 March 2019
Tower crane hoist rope and brake failures,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2019%2Ftower-crane-hoist-rope-failure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D20687&auth=F0SA%2Fiwz4tMieDSHD9C9zg&profile=_default&rank=122&query=%21padrenull,"The purpose of this safety alert is to highlight the risks of hoist rope and brake failure on tower cranes. Employers, builders, workers and crane operators should apply the principles in this alert to any crane with a hoist rope.",21 March 2019
Worker fatally crushed by steel pipe,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2019%2Fworker-fatally-crushed-by-steel-pipe&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23999&auth=%2BRMREO3O66idaxeqdotwRg&profile=_default&rank=123&query=%21padrenull,"In December 2018, a worker died when he was crushed by a steel pipe which fell off the back of a truck. The worker and two others were unloading two 12m steel pipes, each weighing 1.8 tonnes, one at a time with a forklift. After the ratchet straps were released, it appears one of the pipes rolled, striking the stanchions and causing them to fail. The pipe continued rolling and fell off the truck, landing on and crushing the worker’s chest and head. In January 2019, workers were loading large pipe tees (a T-shaped pipe junction) weighing 500kg onto a trailer. The workers identified that the strapping of the tees onto timber pallets was not adequate for the size and weight of the load. One worker climbed onto the trailer to place additional strapping on one tee. While he was still on the trailer, a high reach forklift operator loaded another pipe tee onto the trailer. The tee slid forward off the forklift tines and struck him, knocking him off the trailer and continuing to fall off",8 March 2019
Fatal falls on work sites,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2019%2Ffatal-falls-on-work-sites&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22051&auth=xLUgoC4srWdFa%2BzMMdiV2g&profile=_default&rank=124&query=%21padrenull,"In December 2018, the owner of an industrial workplace was killed when he fell through a roof on an unapproved structure. The man was attempting to dismantle and remove the structure, which consisted of an open steel awning with tin roof panelling. In January 2019, a man was killed when he fell from height at a construction site. Early investigations indicate he could have fallen from the roof or other equipment set up onsite including a ladder and A-frame trestles with planks. Investigations into these incidents are continuing.",5 March 2019
Narrow precast wall panel collapse,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2019%2Fnarrow-precast-wall-panel-collapse&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22107&auth=0JKPMCNTjyekzNFc%2F0uzZw&profile=_default&rank=125&query=%21padrenull,"The purpose of this safety alert is to inform workers, employers, builders and designers of the risk of sideways collapse of narrow concrete wall panels.",26 February 2019
Two people electrocuted on a rural property,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2019%2Ftwo-people-electrocuted-on-a-rural-property&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25575&auth=9jIUx4zfmEfdnbx%2Fw7rJIg&profile=_default&rank=126&query=%21padrenull,"In December 2018, a mother and her daughter were electrocuted on a rural property after contacting a length of electric fencing type wire that was energised. The electric fencing wire was run from the bull bar of a truck to a tree stump on the property.",25 February 2019
Worker suffers serious crush injuries in concrete pump hopper,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-suffers-serious-crush-injuries-in-concrete-pump-hopper&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D28746&auth=xfq7tcW0vluDt19x0%2Fj%2F7w&profile=_default&rank=127&query=%21padrenull,"In November 2018, a concrete pump operator has sustained serious injuries when his arm was caught in moving parts within the receiving hopper of a concrete pump. Early investigations indicate the worker was in the process of cleaning inside the concrete pump hopper when a moving component activated and seriously injured his arm.",18 December 2018
Safe support of overhead services - Insert anchors,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2018%2Fsafe-support-of-overhead-services-insert-anchors&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24530&auth=BH7oglk%2FCTf2DyAacKBJmA&profile=_default&rank=128&query=%21padrenull,"The purpose of this health and safety alert is to highlight the risks of falling overhead building services caused by the failure of insert anchors. Overhead building services include air conditioning ducts, cable trays, water pipes and waste pipes.",17 December 2018
Worker fatally run over by tractor he was operating,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-fatally-run-over-by-tractor-he-was-operating&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26502&auth=MMe%2BUk7L4H2CiOhwfS9CAw&profile=_default&rank=129&query=%21padrenull,"In November 2018, a worker on a rural property died when he was crushed by the wheels of the tractor he was operating. Initial findings suggest he was spraying herbicide on a sugar cane crop and got out of the tractor to re-fill the spray tanks which had been retro-fitted underneath the tractor. It appears the tractor rolled forward over him while he was under it re-filling the tanks. Investigations are continuing.",13 December 2018
Fatal fall from boat in marina yard,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Ffatal-fall-from-boat-in-marina-yard&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24016&auth=fP54mjbxM%2FCBkQPme%2BmirA&profile=_default&rank=130&query=%21padrenull,"In November 2018, a man died when he fell from a boat on a hardstand area at a marina. Early investigations indicate he landed on the ground after falling from the rear of the boat near portable stairs used to access the boat while in dry dock. Investigations are continuing.",12 December 2018
Tower crane strikes powerlines,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Ftower-crane-strikes-powerlines&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22694&auth=suQ98XAxADiKuhA73wXArw&profile=_default&rank=131&query=%21padrenull,"In November 2018, lifting equipment attached to a tower crane servicing a construction project contacted live overhead powerlines next to the site. This caused the power supply within the local area to automatically shut off. There were no injuries and it appears the crane unintentionally rotated over the powerlines under its own power. Investigations are continuing.",11 December 2018
Worker struck by reversing forklift,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-struck-by-reversing-forklift&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24007&auth=1MOmTkGsUVm3j9l7VztjVA&profile=_default&rank=132&query=%21padrenull,"In November 2018, a worker sustained minor injuries when he was struck by a reversing forklift in a factory packing room. He walked up to a forklift to speak with its operator and was struck from behind by another forklift which was reversing, crushing him between the two. Investigations are continuing.",11 December 2018
Scaffold collapses onto neighbouring home,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fscaffold-collapses-onto-neighbouring-home&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24892&auth=Dr1xZivYBZcj5qkDHzr6Zg&profile=_default&rank=133&query=%21padrenull,"In November 2018, a segment of scaffold approximately 17 metres long and 8 metres high on a housing construction site collapsed onto a neighbouring residential house. The house was occupied at the time of the incident. Early investigations suggest the scaffold may have been free standing at the time and had not been tied back to the building or other structure. No one was injured as a result of the collapse. Investigations are continuing.",10 December 2018
Worker fatally crushed by hay bale accumulator,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-fatally-crushed-by-hay-bale-accumulator&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26046&auth=5pvCDAqgDohT%2Bu4dqdAB7w&profile=_default&rank=134&query=%21padrenull,"In November 2018, a worker was killed after he was crushed by a hay baling accumulator. An accumulator is towed behind a hay baler and is used to group hay bales together for easier pick up. Accumulators include a large deck that is raised and lowered with a hydraulic cylinder. It appears the accumulator operator was attending to maintenance issues when he was killed. He was found underneath the deck by another worker who went to check on him after contact ceased during a phone call. It is not clear at this stage what caused the incident. Investigations are continuing.",10 December 2018
Father and son drown at beach lagoon,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Ffather-and-son-drown-at-beach-lagoon&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23969&auth=IByPmMjdICVm9VFBmvJBDA&profile=_default&rank=135&query=%21padrenull,"In October 2018, a father and his son who were on holidays from overseas drowned at Airlie Beach lagoon. It appears they got into difficulty in deeper water. Both were pulled from the water but could not be resuscitated. Investigations are continuing.",6 December 2018
Older tourist snorkelling death,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Folder-tourist-snorkelling-death&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23440&auth=dXRNs%2FtKEbN2YeAzNXp2YA&profile=_default&rank=136&query=%21padrenull,"In October 2018, an older male tourist was pulled from the water unconscious and later died at a snorkelling site, during a day tour with a tour operator. The tour operator had identified him as an at risk snorkeler. Investigations are continuing.",29 November 2018
Vehicle loading cranes,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Fvehicle-loading-cranes&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19025&auth=Dj62P4H75Q9ZZx8Qh4P8jA&profile=_default&rank=137&query=%21padrenull,VLCs can be dangerous when they are not operated in accordance with the manufacturers' instructions. The purpose of this safety alert is to alert operators of vehicle loading cranes (VLCs) of the need to follow the manufacturer¿s operating instructions and to provide safety guidance for owners and employers.,28 November 2018
Worker killed in fall from grain auger,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fworker-killed-in-fall-from-grain-auger&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24522&auth=QIaA%2Fy3nL7qGdZ0qI5TQmw&profile=_default&rank=138&query=%21padrenull,"In November 2018, a worker was fatally injured after he fell 15 metres while trying to move a large mobile grain auger away from a silo. Early investigations indicate the weight of the opposing end of the auger was greater than the end he was holding. As he pulled the auger away from the silo, the opposing end dropped, propelling him into the air. Investigations are continuing",26 November 2018
Audience members injured at stunt car event,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Faudience-members-injured-at-stunt-car-event&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25600&auth=Nu%2BUUb%2B87MT4rwWC0AVUmw&profile=_default&rank=139&query=%21padrenull,"In October 2018, members of the public sustained a range of injuries after a stunt car lost control and collided with a perimeter fence at a public event. Early enquiries indicate the car used a ramp in the arena as part of the stunt performance just before it hit the fence. Investigations are continuing.",21 November 2018
